phrase,is_ingredient
"5  lbs  onions, unpeeled",1
1⁄2 cup  butter (1 stick),1
"1 1⁄2 teaspoons  black pepper, freshly ground",1
2  tablespoons  paprika,1
1  bay leaf,1
"7 (16  ounce) cans beef broth, divided (recommended swanson's)",1
1  cup  dry white wine (optional),1
3⁄4 cup  all-purpose flour (such as wondra) or 3⁄4 cup  instant flour (such as wondra),1
  caramel coloring (optional) or   kitchen bouquet (optional),1
2  teaspoons  salt,1
 french baguette (optional),1
 swiss cheese (optional) or   gruyere cheese (optional),1
famous barr's french onion soup,0
"peel onions and slice 1/8 inch thick, preferably in a food processor.",0
"melt  butter in a 6-quart (or larger) stockpot.  add onions; cook, uncovered, over low heat for 1 1/2 hours, stirring occasionally.",0
"(the long cooking time makes the  onions mellow and sweet.) stir in pepper, paprika and bay leaf; saute over low  heat 10 minutes more, stirring frequently.",0
pour in 6 cans broth and wine.   increase heat and bring to a boil.,0
dissolve flour in remaining 1 can broth.,0
stir into boiling soup.,0
reduce heat and simmer slowly for 2 hours.,0
"adjust color to a rich brown with caramel coloring, season with salt. refrigerate overnight.  to serve, heat soup in microwave or on stove top.",0
"if desired, pour into  ovenproof crocks or bowls.",0
"top with a slice of bread and a sprinkling of grated cheese.  heat under the broiler until cheese melts and bubbles, about 5 minutes.",0
leftover soup can be frozen.,0
"







                            
                                submit a correction
                            
                        





",0
1 (15  ounce) can green beans,1
1 (15  ounce) can wax beans,1
1 (15  ounce) can lima beans,1
1 (15  ounce) can kidney beans,1
1 (15  ounce) can garbanzo beans (chickpeas),1
"1  onion, chopped (i add the next day about an hour before serving, other wise it seems too strong)",1
"1  green pepper, chopped (my grandmother's recipe calls for this but we never put it in as we don't care for it)",1
1⁄2 cup  vegetable oil,1
1⁄2 cup  vinegar,1
3⁄4 cup  sugar,1
1  teaspoon  salt,1
1  teaspoon  pepper,1
1  teaspoon  dry mustard,1
1 -2  teaspoon  celery seed,1
five bean salad,0
drain all the beans and combine in a large bowl.,0
"heat (but do not boil) (i do it in the microwave for about 1 minute) vegetable oil, vinegar, sugar, salt, pepper, dry mustard, and celery seed.",0
mix with bean mix and let stand overnight.,0
add onion/pepper about an hour before serving.,0
"







                            
                                submit a correction
                            
                        





",0
12  chicken wings,1
1  egg,1
2  teaspoons  vegetable oil,1
2  teaspoons  soy sauce,1
1  teaspoon  sugar,1
1⁄2 teaspoon  five-spice powder,1
1⁄4 cup  water,1
1⁄2 cup  flour,1
1⁄4 cup  cornstarch,1
1⁄2 teaspoon  baking soda,1
  vegetable oil,1
crispy chicken wings,0
cut each chicken wing at joints to make 3 pieces.,0
discard wing tips or save for making chicken broth.,0
"mix egg, 2 tsp.",0
"vegetable oil, the soy sauce, sugar, and  five spice powder; pour over chicken.",0
cover and refrigerate 1 hour.,0
add water  to chicken.,0
"stir flour, cornstarch, and baking soda into chicken.",0
heat  vegetable oil (1 1/2 inches) in wok (we use a deep fryer) to 350 degrees.,0
"fry 4 or 5 chicken pieces at a time until light brown, turning 2 or 3 times, about 5  minutes; drain on paper towel.",0
serve with sweet and sour sauce or hot mustard.,0
6 servings,0
"







                            
                                submit a correction
                            
                        





",0
"8  ounces  walnuts (could use cashews, pecans, peanuts)",1
"2  teaspoons  peanut oil, * see note",1
1⁄4 teaspoon  kosher salt,1
"1  teaspoon  dried herb (such as thyme, savory, tarragon, or sage)",1
"8  ounces  almonds, skin on",1
2  teaspoons  olive oil,1
"1  teaspoon  garlic, minced",1
4  ounces  pine nuts,1
2  teaspoons  olive oil,1
"1⁄2 teaspoon  garlic, minced",1
 saffron,1
"8  ounces  roasted pistachios, shelled",1
2  teaspoons  spanish olive oil,1
4  saffron threads,1
 salt,1
flavored nuts,0
preheat oven to 250 degrees.,0
put all flavor ingredients into a mixing  bowl.,0
add nuts and toss.,0
transfer to a roasting pan into which the nuts  will fit in one single layer.,0
roast for 20 minutes or until nuts begin to  color.,0
transfer to a paper towel to drain excess oil.,0
notes : for a drier consistency substitute spray olive or corn oil.,0
"a  good thing about making your own flavored nuts is creating the flavors  you like, with as much or as little salt as you choose. store in air- tight container, preferably tin.",0
"







                            
                                submit a correction
                            
                        





",0
2  large  egg whites (make sure they are at room temp.),1
1  cup  granulated sugar,1
1⁄4 cup  water,1
2  teaspoons  lemon juice,1
1  tablespoon  light corn syrup,1
1⁄4 teaspoon  cream of tartar,1
fluffy white frosting,0
"in top of a double boiler over simmering water, beat with an electric mixer the",0
following:,0
beat until soft peaks form.,0
this takes about 7-10 minutes.,0
remove double boiler top from the bottom and continue beating on high until stiff peaks form- this also takes about 7-10 minutes.,0
jan,0
"







                            
                                submit a correction
                            
                        





",0
"3  cups  apricots, mashed",1
1  tablespoon  lemon juice,1
"1⁄8 teaspoon  lemon, rind of, grated",1
5  cups  granulated sugar,1
1⁄2 bottle  liquid certo,1
freezer apricot jam,0
"mix apricots, lemon juice and rind.",0
"add sugar, stir 5 minutes until sugar dissolves.",0
let stand 20 minutes.,0
stir in pectin.,0
"ladle into cartons or jars, filling to within 1/2 inch of top.",0
"cover with cloth and let stand until set, 24 hours or overnight. cover and freeze. to serve, thaw and store in refrigerator.",0
(freeze for 1 month before thawing to use).,0
"







                            
                                submit a correction
                            
                        





",0
"4  slices  top round veal, cut no thicker than 1/4"" (have butcher tenderize)",1
4  tablespoons  butter,1
"2  small  onions or 1  large  onion, finely chopped",1
"1  clove  garlic, finely chopped",1
1  bottle  dry red wine,1
250  g  creme fraiche (8 1/2 oz) or 250  g  heavy whipping cream (8 1/2 oz),1
1  teaspoon  instant clear broth or 1  can  clear broth (use vegetable if clear not available),1
  salt and pepper,1
"500  g  fresh mushrooms, sliced (17.5 oz)",1
rahmschnitzel,0
"1 bottle champagne fruity ice cream dessert, as desired directions: in heavy frying pan,on medium heat setting, brown meat on both sides, at the same time sauteing the onions and garlic.when onions start turning dark, add 2 tbs red wine, continue cooking and reducing wine liquid.",0
repeat this procedure 4 more times.,0
"(use about 250-300 ml red wine) the last addition of red wine is reduced by only one half, then add the creme fraiche or heavy cream, stirring frequently to avoid lumps.",0
"reduce heat to low and let simmer, adding clear broth.",0
"add pepper and salt to taste.  don't overdo it. when the rahm (cream) has been reduced and is fairly thick, add the sliced mushrooms.",0
turn off heat and remove pan.,0
"(adding the mushrooms thins the rahm, so be sure that the rahm was thick prior to adding mushrooms). stir well, cover pan and let rest for a couple of minutes.",0
"serve over rice and with a tomato salad, or over noodles and a tossed green salad.",0
"to finish the successful meal, enjoy an ice sorbet and a glass of champagne.",0
"







                            
                                submit a correction
                            
                        





",0
10  lbs  boneless pork butt,1
4  ounces  salt,1
2  ounces  fennel seeds,1
"2  ounces  red peppers, crushed",1
  casing,1
augie oliver's italian sausage,0
"to prepare casings: let casings soak in cool water about five minutes to remove salt on outer surface (no longer, or they will become too tender to stuff) and flush salt from the inside by placing one end on faucet nozzle and turn on cold tap water (if you see holes or water leaking, cut and discard).",0
remove casing from faucet and gently squeeze out water; cover rinsed casings and refrigerate until ready to use.,0
"first grind meat coarsely, incorporate seasonings evenly, and re-grind.",0
"fill the casings using the sausage horn attachment and make links by twisting the sausage where you wish the links to be.  four inches is a good size for a regular serving, smaller links may be made for appetizer servings.",0
"to cook, place the sausage in large saucepan or dutch oven in a single layer; add a little water or broth, cover and heat.",0
to a low simmer.,0
"maintain a low simmer (sausages may burst if cooked at too high a heat) until the sausage is heated through and cooked thoroughly, approximately 15 minutes.",0
drain and let rest for about 15 minutes before slicing; serve while still warm.,0
"







                            
                                submit a correction
                            
                        





",0
1⁄4 cup  lime juice,1
1⁄4 cup  olive oil,1
"1  tablespoon  garlic, minced",1
2  boneless skinless chicken breasts,1
  salt & pepper,1
easy garlic chicken breasts,0
"in a medium bowl, whisk together the lime juice, olive oil, and garlic.",0
"season with salt  and pepper generously, and add chicken, making sure it is well-coated with the  marinade.  marinate chicken, covered in fridge for at least 3 hours and  preferably overnight. preheat oven to 400 degrees f.",0
remove chicken from  marinade and discard marinade.  arrange chicken breasts in a shallow baking pan.,0
season with salt and pepper and roast for 25-30 minutes or until chicken is  cooked through and the juices run clear when you prick it with a fork.,0
"







                            
                                submit a correction
                            
                        





",0
"1  cup  sugar, divided",1
1⁄3 cup  butter,1
1 1⁄2 cups  graham cracker crumbs,1
3  packages  cream cheese (8 oz. each),1
4  eggs,1
1  teaspoon  vanilla,1
1 (21  ounce) can blueberry filling,1
easy cream cheese fruit squares,0
preheat oven to 325 f.,0
"to prepare crust: in medium saucepan place 1/4 cup sugar  and butter;heat until butter is melted, stirring occasionally.",0
stir in graham  cracker crumbs;press mixture evenly over the bottom of a 13 x 9-in.,0
baking pan.,0
in a large bowl with an electric mixer beat cream cheese until smooth.,0
gradually beat in  remaining 3/4 cup sugar.,0
"beat in eggs, one at a time, and vanilla,  until well blended.",0
spoon blueberry filling  over crust. carefully pour cream  cheese mixture over blueberries.,0
"bake just until set, 45 to 50 minutes.",0
cool.,0
"chill until cold, about 2 hours or longer.",0
cut into 24 squares.,0
"serve garnished  with strawberry halves or mint leaves, if desired.",0
"







                            
                                submit a correction
                            
                        





",0
"1  large  lemon, zest of",1
1  cup  granulated sugar,1
"1  cup  butter, chilled and cut into pieces (2 sticks)",1
"2 1⁄3 cups  cake flour, sifted",1
1⁄2 teaspoon  baking soda,1
1⁄4 teaspoon  salt,1
easy refrigerator lemon cookies,0
process the lemon zest and sugar in a food  processor until the zest is as fine as the sugar.,0
add the butter.,0
process until fluffy.,0
scrape down the bowl.,0
"add the flour, baking soda and salt.  process briefly until mixed.",0
form dough into  two 1-1/2-inch-round logs and  wrap each in wax paper.,0
refrigerate until firm.,0
preheat the oven to 350°.,0
"slice each log into 1/4-inch thick cookies and place on an ungreased baking sheet. bake for 8 to 10 minutes, until golden  around the edges.",0
do not overbake.,0
"







                            
                                submit a correction
                            
                        





",0
2  cups  fresh blueberries,1
2  cups  fresh raspberries,1
1⁄2 cup  water,1
1⁄4 cup  frozen pineapple-orange-banana juice concentrate or 1⁄4 cup  citrus juice concentrate,1
easy-freezy sorbet,0
freeze berries by placing them in a single layer on a baking pan and place in  freezer.,0
"when frozen, put berries in a freezer container or plastic freezer bag  and seal.",0
keep containers or bags of berries in freezer up to 12 months.,0
"in a  large bowl combine the frozen berries, water and frozen concentrate. place half  of the mixture in food processor.",0
cover and process until almost smooth.,0
repeat  with remaining mixture.  serve immediately.,0
(or transfer mixture to a baking  dish.,0
cover; freeze about 4 hours or until firm.) use within 2 days.,0
"scoop  frozen mixture into cones, if desired.",0
"







                            
                                submit a correction
                            
                        





",0
3  cups  chicken broth,1
1  teaspoon  salt,1
1  dash  white pepper,1
"1  medium  green onion, chopped (with top)",1
"2  eggs, slightly beaten",1
egg drop soup,0
"heat chicken broth, salt, and white pepper to boiling in a 2-quart saucepan.",0
stir green onions into eggs.,0
"pour egg mixture slowly into broth, stirring constantly with fork until egg forms shreds.",0
makes about 3 cups deb,0
"







                            
                                submit a correction
                            
                        





",0
"1  whole  chicken, deboned",1
12    egg roll wraps,1
1  cup  carrot,1
1  whole  cabbage,1
1  cup  celery,1
"1  can  bean sprouts, drained",1
1  can  water chestnut,1
1⁄2 cup  soy sauce,1
  salt & pepper,1
sauce1⁄2 cup  vinegar,1
1⁄2 cup  ketchup,1
1⁄2 cup  sugar,1
6  teaspoons  soy sauce,1
3  teaspoons  red wine,1
 green pepper,1
 onion,1
egg rolls,0
boil chicken.,0
"debone set aside. cut up celery, carrots, cabbage, water chestnut and add bean spouts.",0
"cook over med heat until all vegetables are  soft, then add chicken, soy sauce salt and pepper to taste. put a small amount in egg roll wraps and roll up.",0
do it with the rest of wraps and filling.,0
fry the egg rolls in hot oil sauce mix together  all and cook for five min.,0
add cut up green peppers and onion.,0
"







                            
                                submit a correction
                            
                        





",0
1  tablespoon  butter,1
"2  tablespoons  dried onion flakes, minced",1
"1⁄4 lb  lean beef, ground",1
"1 (10  ounce) package frozen spinach, chopped, drained thoroughly",1
1  teaspoon  lawry's pinch of herb,1
1  teaspoon  lawry's seasoned salt,1
1⁄8 teaspoon  lawry's seasoned pepper,1
1⁄3 cup  sour cream,1
"1  egg, beaten",1
"1⁄4 cup  parmesan cheese, grated",1
"1    frozen deep dish pie shell, thawed",1
empanada,0
"in a medium skillet, melt butter and saute  minced onion flakes until butter is  absorbed.",0
"add ground  beef, cook until brown and  crumbly; drain fat.  add  spinach, seasonings, sour cream, egg, and  cheese; blend well.",0
"remove  pastry  shell from foil pan and place flat on  baking sheet.  spoon filling on  half of  the pastry, fold the other half over and  press edges together to form  a seal.",0
pierce several holes in top.,0
bake in a  350 degree oven for 25  minutes or  until golden brown.,0
"







                            
                                submit a correction
                            
                        





",0
4  cups  all-purpose flour,1
1  tablespoon  baking powder,1
1  pinch  salt,1
1    egg yolk,1
"1  whole  egg, beaten",1
"1 1⁄2 cups  milk, warm",1
"1  cup  shortening, melted",1
2  tablespoons  oil,1
1  teaspoon  paprika,1
4  onions,1
1⁄2 teaspoon  chili powder,1
1⁄2 teaspoon  cumin,1
1⁄2 teaspoon  oregano,1
"500  g  beef, ground",1
"3  hard-boiled eggs, sliced, boiled",1
20  black olives,1
40  large  raisins,1
empanadas de horno,0
"to prepare dough: sift flour with baking powder and salt. add egg yolk, egg, milk and shortening.",0
mix to make a stiff dough.,0
"divide into 20 pieces and roll each thinly into a circle. stuffing or pino in frying pan, heat oil with paprika and saute onions until soft. add chilli powder, oregano, cumin and salt. add meat and mix with onions.",0
cook until meat is no longer pink.,0
"to prepare empanadas: place a spoonful of stuffing on half of each dough circle. add slices of egg, raisins and olives.",0
fold dough over filling.,0
"wet the edge with milk, fold over again and seal.",0
bake in a 200 degrees c oven until cooked and lightly browned.,0
serve hot.,0
"







                            
                                submit a correction
                            
                        





",0
1⁄4 cup  olive oil,1
"1  medium  eggplant, diced into 1-inch cubes",1
"2    yellow squash, diced into 1-inch cubes",1
"2  zucchini, diced into 1-inch cubes",1
"1  red bell pepper, diced into 1-inch cubes",1
"1  yellow bell pepper, diced into 1-inch cubes",1
"1  green bell pepper, diced into 1-inch cubes",1
"3  large  tomatoes, coarsely chopped (ripe)",1
"1⁄4 cup  italian parsley, coarsely chopped",1
"1  red onion, peeled and coarsely chopped",1
"4  cloves  garlic, finely diced",1
1  tablespoon  kosher salt,1
1  teaspoon  fresh ground black pepper,1
2  tablespoons  olive oil,1
"1⁄2 cup  fresh basil leaf, chopped",1
"11  ounces  montrachet or 11  ounces  chevre cheese, crumbled or 1  cup  parmesan cheese, grated",1
end of summer ratatouille,0
"mix together in a small bowl:  parsley, red onion, garlic, 1 tbsp salt,  1 tsp black pepper,  2 tbsp olive oil",0
"in medium skillet, heat oil and saute eggplant and red onion until soft, stirring often.",0
"transfer eggplant/onion and oil into decorative 9x13 or larger, baking dish.",0
"toss remaining vegetables, except the tomatoes, with the parsley garlic mixture and fold into the eggplant mixture.",0
scatter tomatoes on top.,0
cover with foil.,0
"bake at 350 degrees for 30 to 45 minutes, or until vegetables are bubbly.",0
"while baking, prepare topping: combine 1/2 cup chopped fresh basil leaves with your choice of cheese: 11 oz log montrachet or chevre cheese, crumbled or 1 cup grated parmesan cheese",0
"remove foil and top with basil and cheese mixture, return to oven for a scant 5 minutes.",0
serve at once.,0
"







                            
                                submit a correction
                            
                        





",0
150  g  salmon (escalope),1
10  g  canned chanterelles,1
100  ml  fish stock,1
50  ml  noilly prat (vermouth),1
25  g  broad beans (blanched),1
25  g  peas (blanched),1
50  g  butter,1
"25  g  shallots, chopped",1
 lemon juice,1
25  g  sea salt,1
escalope of salmon with chanterelles,0
add 25g of butter to a small sauti pan.,0
"add chanterelles and shallots, cover  with a lid and sweat for a few minutes.",0
"make a space for the salmon in the pan,  add wine and fish stock.",0
"poach for 4-5 minutes, take out fish and keep warm.",0
"reduce cooking liquid by two thirds, take out mushrooms.",0
cut butter into small  cubes and whisk in to make sauce. add lemon juice abd peas.,0
"return mushrooms,  add broad beans and peas, check seasoning.",0
place salmon on plate with sauce to  the side i found this recipe on a site among others.,0
"







                            
                                submit a correction
                            
                        





",0
8  cups  wheat flour,1
4  cups  barley flour,1
2  cups  soybean flour,1
"1  cup  lentils, cooked and mashed",1
1⁄2 cup  millet flour,1
1⁄4 cup  rye flour,1
1 1⁄2 cups  water,1
1  tablespoon  salt,1
5  tablespoons  olive oil,1
"2 (1/4 ounce) packages yeast, dissolved in",1
1⁄2 cup  warm water,1
1  tablespoon  honey,1
ezekiel bread,0
dissolve the yeast in warm water and let set for 10 minutes.,0
mix the other dry  ingredients in separate bowl.,0
"blend lentils, oil, honey and small amount of water;  place in large mixing bowl with remaining water.",0
stir in 2 cups of mixed flour.,0
add yeast mixture.  stir in remaining salt and flour.,0
"knead on floured surface, then place in oiled bowl.",0
let rise until double in bulk.,0
knead again; shape  and place in greased loaf pans.,0
let rise.  bake 375 for 1 hour.,0
- - - - - - - - - - - - - - - - - -  notes : a health food store is a source for some of these ingredients.,0
"







                            
                                submit a correction
                            
                        





",0
1 (5 1/2 lb)  filet mignon,1
  oil,1
  seasoning,1
"2 (10  ounce) boxes fresh white mushrooms, sliced",1
"1  large  onion, sliced",1
  oil or 3 -4  tablespoons  butter,1
1⁄2 cup  sweet vermouth or 1⁄2 cup  sherry wine,1
"1  clove  garlic, crushed",1
  salt & pepper,1
1  dash  worcestershire sauce,1
  pan dripping (optional),1
filet mignon,0
we rarely eat beef but when we do for special occasions we enjoy the above for a most tender cut of beef.,0
here is the way our family does it. there are other  methods of seasoning and roasting but we are always satisfied with the results  this way.,0
"try to buy a whole fillet that is already ""peeled "" ( trimmed of  silverskin, fat etc. ) or if you prefer you can buy untrimmed and do it  yourself.",0
"the whole filet has a taped part ( called the tail ) and when you  roast, tuck this part under so you can have a more even  piece of meat for  roasting.",0
if the whole filet is too large to fit your roasting pan you may cut  the filet in half and roast the two parts in the pan together.,0
make sure the  meat comes to room temperature prior to roasting for even roasting which also  helps with tenderness.,0
"rub oil ( we prefer olive ) over the filet and then rub in seasonings such as salt , pepper, paprika, crushed garlic etc. the montreal  steak seasoning is a nice choice ( available in the seasoning or meat sections  of supermarkets ) .",0
or other people prefer to coat the filet with dijon mustard  and then roll the filet in  finely crushed black or colored peppercorns prior to roasting.,0
both ways are delicious.,0
place the filet on a  roasting rack over the  roasting pan.,0
you can also place the filet over some beef bones in the pan which also act as a rack.,0
preheat the oven to 475 degrees f.,0
place the prepared filet on the rack and  roast 20 minutes ( for a average 5 lb roast- ). then decrease the temperature to 350f and roast an additional 20 minutes.,0
remove the filet from the oven and let  sit about 15 minutes before slicing.,0
this total time factor  should produce  medium rare.  a heavier roast will probably need more roasting time and a  smaller roast less time. the sitting times allows for best slicing and lets some of the juices settle etc.    if you prefer you can  check and rely on a meat  thermometer to test so you don't under or over roast the meat..,0
"insert  thermometer in the thickest part of the roast. generally 120 to 130 f is rare  and 130 to 140 f is medium rare. remember the meat will continue to cook with  ""standing time"" out of the oven.",0
meanwhile make the mushroom sauce ( this is a natural and not thickened sauce ). in a large skillet over medium high heat cook the onion in some olive oil or butter until softened.,0
add the sliced mushrooms  and garlic and continue to cook and stir until the mushrooms have reduced in  volume by 1/2 and become tender.,0
"add the vermouth, dashes of worcestershire  sauce and gravy master (  a browning/ caramelized color for sauces etc. ). cook  and stir  another 5 to 10 minutes and then season to taste.   if you wish you   may add a few tablespoons of the pan drippings or a bit of beef bullion paste (  available in jars ) for a richer flavor.",0
the whole recipe really can serve  quite a lot depending on how thick or thin you slice the meat. leftovers reheat  well.,0
"







                            
                                submit a correction
                            
                        





",0
2    filet mignon steaks (4 oz.),1
1  tablespoon  butter,1
1  tablespoon  oil,1
"1⁄2 lb  fresh mushrooms, sliced",1
1⁄2 cup  beef stock,1
1⁄4 cup  red wine,1
1⁄4 teaspoon  dried thyme,1
1⁄4 teaspoon  salt,1
 black pepper,1
filet mignon with sweet-potato shoestrings,0
"in medium iron skillet, melt half the butter in half the oil until hot.  add mushrooms and saute quickly, about 5 minutes.",0
remove with slotted spoon.,0
add remaining butter and oil over high heat.  pat filets dry.,0
"brown filets well, about 4 minutes per side for medium rare.  cook to desired doneness.",0
remove from skillet to a platter and keep warm.,0
pour nearly all fat from skillet and add beef broth.,0
"boil over high heat, scraping the pan.",0
cook until reduced to 2 tbs.,0
"add wine, thyme, salt & pepper.",0
add mushrooms and heat through.,0
serve mushroom sauce on top of steak.,0
fried sweet potato shoestrings run 2-3 large sweet potatoes through a food processor with the blade set to julienne.  rinse well to remove the extra starch.,0
pat dry with paper towels.,0
fry the sweet potatoes in very hot vegetable oil just a few seconds until golden.,0
drain on brown paper.,0
sprinkle lightly with salt.,0
"







                            
                                submit a correction
                            
                        





",0
6  slices  bacon,1
"6  cups  hash brown potatoes, cubed",1
"3⁄4 cup  green bell pepper, chopped",1
"1⁄2 cup  onion, chopped",1
1  teaspoon  salt,1
1⁄4 teaspoon  pepper,1
6  eggs,1
"1⁄2 cup  cheddar cheese, shredded",1
country brunch skillet,0
in a large skillet over med.,0
"heat, cook bacon until crisp.",0
"remove bacon; crumble and set aside. drain, leaving 2 tablespoons of drippings.",0
"add potatoes, green pepper, onion,  salt and pepper to drippings; cook and stir for 2 min.",0
"cover and cook, stirring  occasionally, until potatoes are browned and tender, about 15 min.",0
make six  wells in the potato mixture; break one egg into each well.,0
cover and cook on low heat for 8-10 min.,0
or until eggs are completely set. sprinkle with cheese and  bacon.,0
"







                            
                                submit a correction
                            
                        





",0
3  tablespoons  olive oil,1
"1  garlic clove, chopped",1
3  medium  potatoes,1
"1  onion, sliced",1
2  stalks  celery,1
2  tablespoons  fresh parsley,1
1  teaspoon  oregano,1
6  cups  beef stock,1
1  large  tomatoes,1
1  lb  zucchini,1
2  teaspoons  salt,1
"6  teaspoons  parmesan cheese, grated",1
country style zucchini soup,0
peel and cut potatoes into 1/2 inch cubes.,0
cut celery into 1/2 inch pieces.,0
"core, blanch, peel and cut tomatoes into 1/2 inch chunks.",0
cut marrow into 1/4 inch slices.,0
"in a large saucepan, heat oil and brown garlic. discard garlic. add potatoes, stir to coat and cook for about 5 minutes.",0
"add onion, celery, parsley, and oregano, and cook until onions are softened.",0
"add stock, tomatoes, marrow, and salt and bring to a boil.",0
reduce heat and simmer until zucchini is tender.,0
pour soup into individual bowls and sprinkle freshly ground pepper and 1 teaspoon parmesan cheese over each serving.,0
serve hot. makes 6 servings.,0
"







                            
                                submit a correction
                            
                        





",0
1  tablespoon  olive oil,1
"1  cup  onion, minced",1
"2  cloves  garlic, minced",1
"1  tablespoon  fresh ginger, minced",1
"1  tablespoon  cumin seed, ground",1
"1  tablespoon  coriander seed, ground",1
"1⁄2 teaspoon  cardamom, ground",1
"1⁄4 teaspoon  white pepper or 1⁄4 teaspoon  black pepper, ground",1
"1  large  tomatoes, minced",1
"10  ounces  fresh spinach, coarsely chopped (7 to 8 cups)",1
1⁄3 cup  water,1
1 -2  pinch  cayenne,1
1⁄2 teaspoon  salt,1
" fresh black pepper, ground",1
curried spinach sauce,0
"in a large skillet, heat the olive oil over medium heat.  add the onion, garlic and ginger and saute, stirring occasionally, for 5 minutes or until the onion softens.",0
"add the cumin, coriander, cardamom and pepper and saute for 2 minutes more.  add the tomato, spinach and water and cook for 3 minutes.",0
"add cayenne, salt and pepper.",0
remove from heat and serve.,0
"







                            
                                submit a correction
                            
                        





",0
2  cups  whole wheat flour,1
1  teaspoon  baking soda,1
1 1⁄4 cups  buttermilk,1
"2    egg whites, lightly beaten",1
1⁄3 cup  vegetable oil,1
1⁄2 cup  honey,1
"1  cup  blueberries, fresh or frozen",1
100% whole wheat blueberry muffins,0
preheat oven to 350.,0
coat 12 muffin cups with cooking spray.,0
sift together  the flour and baking soda.,0
"in a separate bowl, whisk together the buttermilk,  egg whites, oil, and honey until creamy, then stir in the blueberries.",0
pour the wet ingredients into the dry.,0
fold together with a rubber spatula until the  batter is moist yet remains slightly lumpy.,0
pour into muffin cups and bake 30  to 35 minutes.,0
"







                            
                                submit a correction
                            
                        





",0
1  teaspoon  granulated sugar,1
8  ounces  water,1
1  packet  active dry yeast,1
"8  ounces  flour, plain strong",1
8  ounces  whole wheat flour,1
1  teaspoon  salt,1
2  tablespoons  vegetable oil,1
"3  onions, sliced",1
"8  ounces  tomato sauce or 8  ounces  tomatoes, chopped",1
"1  tablespoon  garlic, finely chopped",1
1  teaspoon  oil,1
"3  onions, sliced",1
"8  ounces  mushrooms, sliced",1
"  salt & pepper, freshly ground",1
"1  lb  broccoli, cut into 1 inch/2.5cm pieces",1
"1  lb  mozzarella cheese, grated",1
deep dish vegetable pizza,0
"in large mixing bowl, dissolve sugar in warm water.",0
sprinkle yeast over water  and let stand for 10 minutes or until foamy.,0
"meanwhile, combine flours and salt. stir oil into foamy yeast mixture. stir in about half the flour mixture. add  more flour, mixing until dough can be gathered into a slightly sticky ball (you  may need a little more or less than 1 lb/450 g of flour). on lightly floured  surface, knead dough for about 5 minutes or until smooth and elastic, adding  more flour as necessary to prevent dough from sticking to work surface. cut  dough in half, cover with greasproof paper and let rest for 10 minutes.",0
"on  lightly floured surface, use a rolling pin to roll each piece of dough into a 12 inch/30 cm circle, about 1/4 inch/5 mm thick.",0
transfer rounds to 2 lightly oiled pizza pans or baking sheets.,0
"carefully, using fingers, stretch dough into large  circles.",0
let dough rise for about 15 minutes before adding toppings.,0
"for a  thicker crust, let dough rise for 30 minutes.",0
add toppings (see below recipe)  just before baking.,0
makes 12 inch/30 cm pizza rounds.,0
,0
prepare pizza dough.,0
"in small bowl, combine tomato sauce, garlic, oregano and  basil; stir to mix.",0
"in heavy frying pan, heat oil over medium heat; add onions  and cook over medium to low heat, stirring until tender, 5 to 10 minutes.",0
"add  mushrooms and cook over medium heat, stirring or shaking pan until mushrooms are lightly browned and liquid has evaporated.",0
"sprinkle with salt and pepper to  taste and set aside. in large pot of boiling water, cook broccoli for 2 minutes  or until bright green; drain and cool under cold running water to prevent green; drain and cool under cold running water to prevent any further cooking.",0
drain  again and set aside. spread tomato with mushroom and onion mixture. sprinkle  with grated cheese. bake in 425 degree/gas mark 7 oven for 30 to 40 minutes or  until crust is browned and top is bubbly.,0
"







                            
                                submit a correction
                            
                        





",0
"1  lb  cauliflower floret, trimmed, cut into florets",1
"2  tablespoons  unsalted butter, melted",1
1 1⁄4 tablespoons  all-purpose flour,1
3⁄4 cup  skim milk,1
1⁄2 bay leaf,1
"1  dash  nutmeg, ground",1
2 1⁄2 teaspoons  dijon mustard,1
1⁄2 teaspoon  worcestershire sauce,1
1⁄3 cup  breadcrumbs,1
deviled cauliflower,0
place cauliflower in a steamer basket over boiling water.,0
cover pan and steam 5-7 minutes or until just tender.,0
drain.,0
rinse under cold water.,0
drain well and transfer to a 9x13 inch baking dish.,0
combine 1-1/4 tbs.,0
"melted butter with flour in a heavy saucepan over medium low heat. whisk about 3 minutes, or until bubbly.",0
gradually whisk in milk.,0
add bay leaf and nutmeg and whisk often until mixture simmers.,0
"cover partially and simmer 3-4 minutes, stirring often, until thickened.",0
"remove from heat. stir in mustard, worcestershire and salt and pepper to taste. discard bay leaf.",0
pour sauce over cauliflower and stir until well coated.,0
(can be prepared 1 day ahead.  cover and chill.),0
preheat oven to 3500f.,0
sprinkle breadcrumbs over cauliflower.,0
drizzle with remaining butter.,0
"bake 35-40 minutes, until cauliflower is heated through, sauce bubbles at edges and breadcrumbs are golden.",0
"







                            
                                submit a correction
                            
                        





",0
2 1⁄2 cups  flour,1
1  envelope  yeast,1
1  teaspoon  salt,1
"1⁄4 cup  water, lukewarm",1
1⁄4 teaspoon  baking soda,1
1  teaspoon  sugar,1
2  tablespoons  dill seeds,1
1  cup  cottage cheese,1
"2  tablespoons  fresh dill, finely minced",1
1  egg,1
"1⁄4 cup  onion, coarsely grated",1
