word,sentence,position,label
cup,6977,1,0
fresh,6977,2,0
parsley ,6977,3,0
chopped,6977,4,0
1,6978,0,0
tablespoon,6978,1,0
sugar,6978,2,0
1,6979,0,0
tablespoon,6979,1,0
fresh,6979,2,0
thyme,6979,3,0
or,6979,4,0
1,6979,5,0
teaspoon,6979,6,0
dried,6979,7,0
thyme ,6979,8,0
chopped,6979,9,0
3,6980,0,0
teaspoons,6980,1,0
baking,6980,2,0
powder,6980,3,0
1,6981,0,0
teaspoon,6981,1,0
fresh,6981,2,0
rosemary,6981,3,0
or,6981,4,0
1,6981,5,0
teaspoon,6981,6,0
dried,6981,7,0
rosemary ,6981,8,0
chopped,6981,9,0
1,6982,0,0
teaspoon,6982,1,0
salt,6982,2,0
1,6983,0,0
cup,6983,1,0
butter,6983,2,0
or,6983,3,0
1,6983,4,0
cup,6983,5,0
margarine,6983,6,0
1,6984,0,0
cup,6984,1,0
milk,6984,2,0
1,6985,0,0
egg ,6985,1,0
slightly,6985,2,0
beaten,6985,3,0
4,6998,0,0
large,6998,1,0
tomatoes ,6998,2,0
ripe,6998,3,0
6,6999,0,0
large,6999,1,0
jalapeno,6999,2,0
peppers,6999,3,0
2,7000,0,0
large,7000,1,0
onions,7000,2,0
1,7001,0,0
green,7001,1,0
bell,7001,2,0
pepper,7001,3,0
5,7002,0,0
garlic,7002,1,0
cloves,7002,2,0
2,7003,0,0
teaspoons,7003,1,0
cilantro,7003,2,0
1,7004,0,0
tablespoon,7004,1,0
salt,7004,2,0
2,7005,0,0
tablespoons,7005,1,0
sugar,7005,2,0
1,7015,0,0
medium,7015,1,0
green,7015,2,0
tomato,7015,3,0
 per,7015,4,0
person ,7015,5,0
salt,7016,0,0
pepper,7017,0,0
white,7018,0,0
cornmeal,7018,1,0
bacon,7019,0,0
drippings,7019,1,0
6,7025,0,0
ounces,7025,1,0
tuna ,7025,2,0
canned,7025,3,0
in,7025,4,0
water,7025,5,0
drained,7025,6,0
1,7026,0,0
cup,7026,1,0
seedless,7026,2,0
grapes ,7026,3,0
halved,7026,4,0
1,7027,0,0
cup,7027,1,0
coleslaw,7027,2,0
mix,7027,3,0
 purchased,7027,4,0
cabbage,7027,5,0
with,7027,6,0
carrot ,7027,7,0
1,7028,0,0
cup,7028,1,0
lemon,7028,2,0
low,7028,3,0
fat,7028,4,0
yogurt,7028,5,0
2,7029,0,0
cup,7029,1,0
coleslaw,7029,2,0
mix,7029,3,0
 purchased,7029,4,0
cabbage,7029,5,0
with,7029,6,0
carrot ,7029,7,0
2,7030,0,0
medium,7030,1,0
peaches ,7030,2,0
pitted,7030,3,0
and,7030,4,0
sliced,7030,5,0
4,7038,0,0
medium,7038,1,0
tomatoes ,7038,2,0
half,7038,3,0
ripe,7038,4,0
1,7039,0,0
cup,7039,1,0
all-purpose,7039,2,0
flour,7039,3,0
2,7040,0,0
1,7040,1,0
teaspoons,7040,2,0
salt,7040,3,0
2,7041,0,0
1,7041,1,0
teaspoons,7041,2,0
sugar,7041,3,0
1,7042,0,0
teaspoon,7042,1,0
pepper,7042,2,0
3,7043,0,0
cup,7043,1,0
evaporated,7043,2,0
milk,7043,3,0
oil ,7044,0,0
for,7044,1,0
frying,7044,2,0
1,7055,0,0
mango ,7055,1,0
peeled ,7055,2,0
pitted,7055,3,0
&,7055,4,0
minced,7055,5,0
10,7056,0,0
strawberries ,7056,1,0
minced,7056,2,0
2,7057,0,0
nectarines ,7057,1,0
peeled ,7057,2,0
pitted,7057,3,0
&,7057,4,0
minced,7057,5,0
1,7058,0,0
cup,7058,1,0
fresh,7058,2,0
raspberries,7058,3,0
or,7058,4,0
1,7058,5,0
cup,7058,6,0
frozen,7058,7,0
unsweetened,7058,8,0
raspberries ,7058,9,0
defrosted,7058,10,0
but,7058,11,0
not,7058,12,0
drained,7058,13,0
1,7059,0,0
teaspoon,7059,1,0
salt,7059,2,0
1,7060,0,0
tablespoon,7060,1,0
fresh,7060,2,0
ginger ,7060,3,0
minced,7060,4,0
3,7061,0,0
tablespoons,7061,1,0
lime,7061,2,0
juice,7061,3,0
1,7062,0,0
tablespoon,7062,1,0
cider,7062,2,0
vinegar,7062,3,0
1,7063,0,0
tablespoon,7063,1,0
sugar,7063,2,0
1,7064,0,0
teaspoon,7064,1,0
red,7064,2,0
pepper,7064,3,0
flakes,7064,4,0
500,7070,0,0
ml,7070,1,0
rolled,7070,2,0
oats,7070,3,0
1,7071,0,0
can,7071,1,0
condensed,7071,2,0
milk,7071,3,0
60,7072,0,0
ml,7072,1,0
treacle,7072,2,0
or,7072,3,0
60,7072,4,0
ml,7072,5,0
honey,7072,6,0
125,7073,0,0
ml,7073,1,0
nuts ,7073,2,0
chopped,7073,3,0
125,7074,0,0
ml,7074,1,0
seedless,7074,2,0
raisins,7074,3,0
1,7081,0,0
tablespoon,7081,1,0
canola,7081,2,0
oil,7081,3,0
1,7082,0,0
medium,7082,1,0
onion ,7082,2,0
chopped,7082,3,0
1,7083,0,0
1,7083,1,0
tablespoons,7083,2,0
curry,7083,3,0
powder,7083,4,0
1,7084,0,0
tablespoon,7084,1,0
tomato,7084,2,0
paste,7084,3,0
1,7085,0,0
cup,7085,1,0
red,7085,2,0
wine,7085,3,0
1,7086,0,0
cup,7086,1,0
water,7086,2,0
1,7087,0,0
bay,7087,1,0
leaf,7087,2,0
1,7088,0,0
pinch,7088,1,0
dried,7088,2,0
thyme,7088,3,0
1,7089,0,0
pinch,7089,1,0
oregano,7089,2,0
1,7090,0,0
tablespoon,7090,1,0
fresh,7090,2,0
lemon,7090,3,0
juice,7090,4,0
1,7091,0,0
cup,7091,1,0
mayonnaise,7091,2,0
1,7092,0,0
tablespoon,7092,1,0
apricot,7092,2,0
jam ,7092,3,0
strained,7092,4,0
6,7093,0,0
cups,7093,1,0
chicken ,7093,2,0
cooked ,7093,3,0
shredded,7093,4,0
1,7094,0,0
cup,7094,1,0
currants,7094,2,0
 optional ,7094,3,0
salt,7095,0,0
&,7095,1,0
pepper ,7095,2,0
freshly,7095,3,0
ground,7095,4,0
2,7096,0,0
tablespoons,7096,1,0
flat,7096,2,0
leaf,7096,3,0
parsley ,7096,4,0
chopped,7096,5,0
1,7108,0,0
cup,7108,1,0
dark,7108,2,0
raisin,7108,3,0
3,7109,0,0
tablespoons,7109,1,0
sherry,7109,2,0
wine ,7109,3,0
warmed,7109,4,0
7,7110,0,0
1,7110,1,0
cups,7110,2,0
water,7110,3,0
2,7111,0,0
teaspoons,7111,1,0
salt,7111,2,0
1,7112,0,0
cup,7112,1,0
raw,7112,2,0
wild,7112,3,0
rice ,7112,4,0
rinsed,7112,5,0
and,7112,6,0
picked,7112,7,0
1,7113,0,0
cup,7113,1,0
raw,7113,2,0
jasmine,7113,3,0
rice,7113,4,0
1,7114,0,0
1,7114,1,0
cups,7114,2,0
fresh,7114,3,0
ripe,7114,4,0
pineapple ,7114,5,0
coarsely,7114,6,0
chopped,7114,7,0
1,7115,0,0
small,7115,1,0
red,7115,2,0
bell,7115,3,0
pepper ,7115,4,0
seeded,7115,5,0
and,7115,6,0
chopped,7115,7,0
2,7116,0,0
cups,7116,1,0
chicken ,7116,2,0
cooked,7116,3,0
--,7116,4,0
coarsely,7116,5,0
chopped,7116,6,0
5,7117,0,0
scallions ,7117,1,0
thinly,7117,2,0
sliced,7117,3,0
dressing:2 ,7118,0,0
cup,7118,1,0
mayonnaise,7118,2,0
1,7119,0,0
cup,7119,1,0
plain,7119,2,0
yogurt,7119,3,0
2,7120,0,0
tablespoons,7120,1,0
red,7120,2,0
wine,7120,3,0
vinegar,7120,4,0
1,7121,0,0
tablespoon,7121,1,0
honey,7121,2,0
1,7122,0,0
tablespoon,7122,1,0
curry,7122,2,0
powder,7122,3,0
1,7123,0,0
teaspoon,7123,1,0
worcestershire,7123,2,0
sauce,7123,3,0
1,7124,0,0
teaspoon,7124,1,0
gingerroot ,7124,2,0
peeled,7124,3,0
and,7124,4,0
minced,7124,5,0
3,7141,0,0
cups,7141,1,0
elderberry,7141,2,0
juice,7141,3,0
1,7142,0,0
cup,7142,1,0
lemon,7142,2,0
juice,7142,3,0
5,7143,0,0
1,7143,1,0
cups,7143,2,0
sugar,7143,3,0
2,7144,0,0
cups,7144,1,0
honey,7144,2,0
1,7145,0,0
bottle,7145,1,0
pectin,7145,2,0
3,7154,0,0
3,7154,1,0
ounce ,7154,2,0
packages,7154,3,0
cherry,7154,4,0
gelatin,7154,5,0
9,7155,0,0
cups,7155,1,0
boiling,7155,2,0
water,7155,3,0
4,7156,0,0
cups,7156,1,0
sugar,7156,2,0
4,7157,0,0
cups,7157,1,0
water,7157,2,0
2,7158,0,0
46,7158,1,0
ounce ,7158,2,0
cans,7158,3,0
pineapple,7158,4,0
juice,7158,5,0
6,7159,0,0
ounces,7159,1,0
frozen,7159,2,0
orange,7159,3,0
juice,7159,4,0
4,7160,0,0
tablespoons,7160,1,0
lemon,7160,2,0
juice,7160,3,0
1,7161,0,0
2,7161,1,0
liter ,7161,2,0
bottle,7161,3,0
ginger,7161,4,0
ale,7161,5,0
2,7171,0,0
lbs,7171,1,0
tomatillos,7171,2,0
1,7172,0,0
dash,7172,1,0
baking,7172,2,0
soda,7172,3,0
3,7173,0,0
serrano,7173,1,0
chilies,7173,2,0
1,7174,0,0
dash,7174,1,0
sugar,7174,2,0
1,7175,0,0
tablespoon,7175,1,0
onion ,7175,2,0
chopped,7175,3,0
1,7176,0,0
garlic,7176,1,0
clove,7176,2,0
1,7177,0,0
cup,7177,1,0
whipping,7177,2,0
cream,7177,3,0
1,7178,0,0
tablespoon,7178,1,0
cilantro ,7178,2,0
chopped,7178,3,0
monterey,7179,0,0
jack,7179,1,0
cheese,7179,2,0
or,7179,3,0
cheddar,7179,4,0
cheese ,7179,5,0
grated,7179,6,0
oil,7180,0,0
salt,7181,0,0
and,7181,1,0
pepper,7181,2,0
12,7182,0,0
corn,7182,1,0
tortillas,7182,2,0
2,7183,0,0
cups,7183,1,0
chicken ,7183,2,0
cooked ,7183,3,0
shredded,7183,4,0
white,7184,0,0
sauce7,7184,1,0
tablespoons,7184,2,0
butter,7184,3,0
1,7185,0,0
cup,7185,1,0
flour,7185,2,0
salt,7186,0,0
&,7186,1,0
pepper,7186,2,0
2,7187,0,0
tablespoons,7187,1,0
onions ,7187,2,0
chopped,7187,3,0
2,7188,0,0
cups,7188,1,0
milk,7188,2,0
1,7189,0,0
garlic,7189,1,0
clove,7189,2,0
1,7190,0,0
teaspoon,7190,1,0
worcestershire,7190,2,0
sauce,7190,3,0
1,7209,0,0
lb,7209,1,0
beef ,7209,2,0
ground,7209,3,0
1,7210,0,0
large,7210,1,0
onion ,7210,2,0
chopped,7210,3,0
2,7211,0,0
tablespoons,7211,1,0
flour,7211,2,0
1,7212,0,0
tablespoon,7212,1,0
chili,7212,2,0
powder,7212,3,0
2,7213,0,0
teaspoons,7213,1,0
garlic,7213,2,0
powder,7213,3,0
1,7214,0,0
teaspoon,7214,1,0
salt,7214,2,0
1,7215,0,0
teaspoon,7215,1,0
cumin ,7215,2,0
ground,7215,3,0
1,7216,0,0
teaspoon,7216,1,0
rubbed,7216,2,0
sage,7216,3,0
1,7217,0,0
cup,7217,1,0
onion ,7217,2,0
finely,7217,3,0
chopped,7217,4,0
1,7218,0,0
10,7218,1,0
ounce ,7218,2,0
can,7218,3,0
stewed,7218,4,0
tomatoes,7218,5,0
8,7219,0,0
corn,7219,1,0
tortillas,7219,2,0
1,7220,0,0
cup,7220,1,0
ripe,7220,2,0
olives ,7220,3,0
sliced,7220,4,0
2,7221,0,0
cups,7221,1,0
colby-monterey,7221,2,0
jack,7221,3,0
cheese ,7221,4,0
shredded,7221,5,0
sour,7222,0,0
cream,7222,1,0
red,7223,0,0
sauce3,7223,1,0
cloves,7223,2,0
garlic ,7223,3,0
crushed,7223,4,0
1,7224,0,0
cup,7224,1,0
butter ,7224,2,0
melted,7224,3,0
1,7225,0,0
cup,7225,1,0
flour,7225,2,0
2,7226,0,0
8,7226,1,0
ounce ,7226,2,0
cans,7226,3,0
tomato,7226,4,0
sauce,7226,5,0
2,7227,0,0
cups,7227,1,0
beef,7227,2,0
broth ,7227,3,0
diluted,7227,4,0
2,7228,0,0
tablespoons,7228,1,0
chili,7228,2,0
powder,7228,3,0
2,7229,0,0
teaspoons,7229,1,0
rubbed,7229,2,0
sage,7229,3,0
2,7230,0,0
teaspoons,7230,1,0
ground,7230,2,0
cumin,7230,3,0
1,7252,0,0
envelope,7252,1,0
yeast,7252,2,0
1,7253,0,0
1,7253,1,0
teaspoons,7253,2,0
salt,7253,3,0
1,7254,0,0
cup,7254,1,0
milk ,7254,2,0
lukewarm,7254,3,0
1,7255,0,0
egg,7255,1,0
2,7256,0,0
tablespoons,7256,1,0
sugar,7256,2,0
4,7257,0,0
5-Jan,7257,1,0
cups,7257,2,0
flour,7257,3,0
1,7258,0,0
cup,7258,1,0
milk,7258,2,0
1,7259,0,0
cup,7259,1,0
yellow,7259,2,0
cornmeal,7259,3,0
1,7260,0,0
cup,7260,1,0
butter,7260,2,0
2,7261,0,0
tablespoons,7261,1,0
butter ,7261,2,0
melted,7261,3,0
1,7277,0,0
kg,7277,1,0
steak,7277,2,0
 i,7277,3,0
used,7277,4,0
the,7277,5,0
premixed,7277,6,0
steak,7277,7,0
and,7277,8,0
kidney,7277,9,0
pack,7277,10,0
from,7277,11,0
the,7277,12,0
supermarket,7277,13,0
butcher ,7277,14,0
2,7278,0,0
veal,7278,1,0
kidneys ,7278,2,0
cubed,7278,3,0
and,7278,4,0
trimmed,7278,5,0
1,7279,0,0
cup,7279,1,0
flour,7279,2,0
4,7280,0,0
tablespoons,7280,1,0
oil,7280,2,0
1,7281,0,0
medium,7281,1,0
onion ,7281,2,0
thinly,7281,3,0
sliced,7281,4,0
125,7282,0,0
g,7282,1,0
mushrooms ,7282,2,0
sliced,7282,3,0
1,7283,0,0
cup,7283,1,0
beef,7283,2,0
broth,7283,3,0
1,7284,0,0
cup,7284,1,0
dry,7284,2,0
red,7284,3,0
wine,7284,4,0
1,7285,0,0
tablespoon,7285,1,0
tomato,7285,2,0
paste,7285,3,0
1,7286,0,0
teaspoon,7286,1,0
worcestershire,7286,2,0
sauce,7286,3,0
1,7287,0,0
teaspoon,7287,1,0
salt,7287,2,0
1,7288,0,0
teaspoon,7288,1,0
pepper,7288,2,0
1,7289,0,0
teaspoon,7289,1,0
tarragon,7289,2,0
1,7290,0,0
teaspoon,7290,1,0
rosemary,7290,2,0
2,7291,0,0
carrots ,7291,1,0
diced,7291,2,0
2,7292,0,0
eggs,7292,1,0
1,7293,0,0
cup,7293,1,0
milk,7293,2,0
1,7294,0,0
cup,7294,1,0
flour,7294,2,0
1,7295,0,0
teaspoon,7295,1,0
salt,7295,2,0
2,7296,0,0
tablespoons,7296,1,0
oil,7296,2,0
3,7312,0,0
oxtails,7312,1,0
3,7313,0,0
carrots,7313,1,0
3,7314,0,0
medium,7314,1,0
onions,7314,2,0
3,7315,0,0
stalks,7315,1,0
celery,7315,2,0
1,7316,0,0
cup,7316,1,0
olive,7316,2,0
oil,7316,3,0
2,7317,0,0
tablespoons,7317,1,0
butter,7317,2,0
2,7318,0,0
tablespoons,7318,1,0
flour,7318,2,0
6,7319,0,0
tablespoons,7319,1,0
plum,7319,2,0
jam,7319,3,0
3,7320,0,0
tablespoons,7320,1,0
brown,7320,2,0
sugar,7320,3,0
2,7321,0,0
cups,7321,1,0
beef,7321,2,0
stock,7321,3,0
2,7322,0,0
cups,7322,1,0
red,7322,2,0
wine,7322,3,0
salt,7323,0,0
&,7323,1,0
pepper,7323,2,0
5,7336,0,0
lbs,7336,1,0
onions ,7336,2,0
unpeeled,7336,3,0
1,7337,0,0
cup,7337,1,0
butter,7337,2,0
1,7337,3,0
stick ,7337,4,0
1,7338,0,0
1,7338,1,0
teaspoons,7338,2,0
black,7338,3,0
pepper ,7338,4,0
freshly,7338,5,0
ground,7338,6,0
2,7339,0,0
tablespoons,7339,1,0
paprika,7339,2,0
1,7340,0,0
bay,7340,1,0
leaf,7340,2,0
7,7341,0,0
16,7341,1,0
ounce ,7341,2,0
cans,7341,3,0
beef,7341,4,0
broth ,7341,5,0
divided,7341,6,0
 recommended,7341,7,0
swanson's ,7341,8,0
1,7342,0,0
cup,7342,1,0
dry,7342,2,0
white,7342,3,0
wine,7342,4,0
 optional ,7342,5,0
3,7343,0,0
cup,7343,1,0
all-purpose,7343,2,0
flour,7343,3,0
 such,7343,4,0
as,7343,5,0
wondra ,7343,6,0
or,7343,7,0
3,7343,8,0
cup,7343,9,0
instant,7343,10,0
flour,7343,11,0
 such,7343,12,0
as,7343,13,0
wondra ,7343,14,0
caramel,7344,0,0
coloring,7344,1,0
 optional ,7344,2,0
or,7344,3,0
kitchen,7344,4,0
bouquet,7344,5,0
 optional ,7344,6,0
2,7345,0,0
teaspoons,7345,1,0
salt,7345,2,0
french,7346,0,0
baguette,7346,1,0
 optional ,7346,2,0
swiss,7347,0,0
cheese,7347,1,0
 optional ,7347,2,0
or,7347,3,0
gruyere,7347,4,0
cheese,7347,5,0
 optional ,7347,6,0
1,7361,0,0
15,7361,1,0
ounce ,7361,2,0
can,7361,3,0
green,7361,4,0
beans,7361,5,0
1,7362,0,0
15,7362,1,0
ounce ,7362,2,0
can,7362,3,0
wax,7362,4,0
beans,7362,5,0
1,7363,0,0
15,7363,1,0
ounce ,7363,2,0
can,7363,3,0
lima,7363,4,0
beans,7363,5,0
1,7364,0,0
15,7364,1,0
ounce ,7364,2,0
can,7364,3,0
kidney,7364,4,0
beans,7364,5,0
1,7365,0,0
15,7365,1,0
ounce ,7365,2,0
can,7365,3,0
garbanzo,7365,4,0
beans,7365,5,0
 chickpeas ,7365,6,0
1,7366,0,0
onion ,7366,1,0
chopped,7366,2,0
 i,7366,3,0
add,7366,4,0
the,7366,5,0
next,7366,6,0
day,7366,7,0
about,7366,8,0
an,7366,9,0
hour,7366,10,0
before,7366,11,0
serving ,7366,12,0
other,7366,13,0
wise,7366,14,0
it,7366,15,0
seems,7366,16,0
too,7366,17,0
strong ,7366,18,0
1,7367,0,0
green,7367,1,0
pepper ,7367,2,0
chopped,7367,3,0
 my,7367,4,0
grandmother's,7367,5,0
recipe,7367,6,0
calls,7367,7,0
for,7367,8,0
this,7367,9,0
but,7367,10,0
we,7367,11,0
never,7367,12,0
put,7367,13,0
it,7367,14,0
in,7367,15,0
as,7367,16,0
we,7367,17,0
don't,7367,18,0
care,7367,19,0
for,7367,20,0
it ,7367,21,0
1,7368,0,0
cup,7368,1,0
vegetable,7368,2,0
oil,7368,3,0
1,7369,0,0
cup,7369,1,0
vinegar,7369,2,0
3,7370,0,0
cup,7370,1,0
sugar,7370,2,0
1,7371,0,0
teaspoon,7371,1,0
salt,7371,2,0
1,7372,0,0
teaspoon,7372,1,0
pepper,7372,2,0
1,7373,0,0
teaspoon,7373,1,0
dry,7373,2,0
mustard,7373,3,0
1,7374,0,0
-2,7374,1,0
teaspoon,7374,2,0
celery,7374,3,0
seed,7374,4,0
12,7381,0,0
chicken,7381,1,0
wings,7381,2,0
1,7382,0,0
egg,7382,1,0
2,7383,0,0
teaspoons,7383,1,0
vegetable,7383,2,0
oil,7383,3,0
2,7384,0,0
teaspoons,7384,1,0
soy,7384,2,0
sauce,7384,3,0
1,7385,0,0
teaspoon,7385,1,0
sugar,7385,2,0
1,7386,0,0
teaspoon,7386,1,0
five-spice,7386,2,0
powder,7386,3,0
1,7387,0,0
cup,7387,1,0
water,7387,2,0
1,7388,0,0
cup,7388,1,0
flour,7388,2,0
1,7389,0,0
cup,7389,1,0
cornstarch,7389,2,0
1,7390,0,0
teaspoon,7390,1,0
baking,7390,2,0
soda,7390,3,0
vegetable,7391,0,0
oil,7391,1,0
8,7405,0,0
ounces,7405,1,0
walnuts,7405,2,0
 could,7405,3,0
use,7405,4,0
cashews ,7405,5,0
pecans ,7405,6,0
peanuts ,7405,7,0
2,7406,0,0
teaspoons,7406,1,0
peanut,7406,2,0
oil ,7406,3,0
*,7406,4,0
see,7406,5,0
note,7406,6,0
1,7407,0,0
teaspoon,7407,1,0
kosher,7407,2,0
salt,7407,3,0
1,7408,0,0
teaspoon,7408,1,0
dried,7408,2,0
herb,7408,3,0
 such,7408,4,0
as,7408,5,0
thyme ,7408,6,0
savory ,7408,7,0
tarragon ,7408,8,0
or,7408,9,0
sage ,7408,10,0
8,7409,0,0
ounces,7409,1,0
almonds ,7409,2,0
skin,7409,3,0
on,7409,4,0
2,7410,0,0
teaspoons,7410,1,0
olive,7410,2,0
oil,7410,3,0
1,7411,0,0
teaspoon,7411,1,0
garlic ,7411,2,0
minced,7411,3,0
4,7412,0,0
ounces,7412,1,0
pine,7412,2,0
nuts,7412,3,0
2,7413,0,0
teaspoons,7413,1,0
olive,7413,2,0
oil,7413,3,0
1,7414,0,0
teaspoon,7414,1,0
garlic ,7414,2,0
minced,7414,3,0
saffron,7415,0,0
8,7416,0,0
ounces,7416,1,0
roasted,7416,2,0
pistachios ,7416,3,0
shelled,7416,4,0
2,7417,0,0
teaspoons,7417,1,0
spanish,7417,2,0
olive,7417,3,0
oil,7417,4,0
4,7418,0,0
saffron,7418,1,0
threads,7418,2,0
salt,7419,0,0
2,7430,0,0
large,7430,1,0
egg,7430,2,0
whites,7430,3,0
 make,7430,4,0
sure,7430,5,0
they,7430,6,0
are,7430,7,0
at,7430,8,0
room,7430,9,0
temp. ,7430,10,0
1,7431,0,0
cup,7431,1,0
granulated,7431,2,0
sugar,7431,3,0
1,7432,0,0
cup,7432,1,0
water,7432,2,0
2,7433,0,0
teaspoons,7433,1,0
lemon,7433,2,0
juice,7433,3,0
1,7434,0,0
tablespoon,7434,1,0
light,7434,2,0
corn,7434,3,0
syrup,7434,4,0
1,7435,0,0
teaspoon,7435,1,0
cream,7435,2,0
of,7435,3,0
tartar,7435,4,0
3,7444,0,0
cups,7444,1,0
apricots ,7444,2,0
mashed,7444,3,0
1,7445,0,0
tablespoon,7445,1,0
lemon,7445,2,0
juice,7445,3,0
1,7446,0,0
teaspoon,7446,1,0
lemon ,7446,2,0
rind,7446,3,0
of ,7446,4,0
grated,7446,5,0
5,7447,0,0
cups,7447,1,0
granulated,7447,2,0
sugar,7447,3,0
1,7448,0,0
bottle,7448,1,0
liquid,7448,2,0
certo,7448,3,0
4,7458,0,0
slices,7458,1,0
top,7458,2,0
round,7458,3,0
veal ,7458,4,0
cut,7458,5,0
no,7458,6,0
thicker,7458,7,0
than,7458,8,0
"1/4""",7458,9,0
 have,7458,10,0
butcher,7458,11,0
tenderize ,7458,12,0
4,7459,0,0
tablespoons,7459,1,0
butter,7459,2,0
2,7460,0,0
small,7460,1,0
onions,7460,2,0
or,7460,3,0
1,7460,4,0
large,7460,5,0
onion ,7460,6,0
finely,7460,7,0
chopped,7460,8,0
1,7461,0,0
clove,7461,1,0
garlic ,7461,2,0
finely,7461,3,0
chopped,7461,4,0
1,7462,0,0
bottle,7462,1,0
dry,7462,2,0
red,7462,3,0
wine,7462,4,0
250,7463,0,0
g,7463,1,0
creme,7463,2,0
fraiche,7463,3,0
8,7463,4,0
2-Jan,7463,5,0
oz ,7463,6,0
or,7463,7,0
250,7463,8,0
g,7463,9,0
heavy,7463,10,0
whipping,7463,11,0
cream,7463,12,0
8,7463,13,0
2-Jan,7463,14,0
oz ,7463,15,0
1,7464,0,0
teaspoon,7464,1,0
instant,7464,2,0
clear,7464,3,0
broth,7464,4,0
or,7464,5,0
1,7464,6,0
can,7464,7,0
clear,7464,8,0
broth,7464,9,0
 use,7464,10,0
vegetable,7464,11,0
if,7464,12,0
clear,7464,13,0
not,7464,14,0
available ,7464,15,0
salt,7465,0,0
and,7465,1,0
pepper,7465,2,0
500,7466,0,0
g,7466,1,0
fresh,7466,2,0
mushrooms ,7466,3,0
sliced,7466,4,0
17.5,7466,5,0
oz ,7466,6,0
10,7478,0,0
lbs,7478,1,0
boneless,7478,2,0
pork,7478,3,0
butt,7478,4,0
4,7479,0,0
ounces,7479,1,0
salt,7479,2,0
2,7480,0,0
ounces,7480,1,0
fennel,7480,2,0
seeds,7480,3,0
2,7481,0,0
ounces,7481,1,0
red,7481,2,0
peppers ,7481,3,0
crushed,7481,4,0
casing,7482,0,0
1,7493,0,0
cup,7493,1,0
lime,7493,2,0
juice,7493,3,0
1,7494,0,0
cup,7494,1,0
olive,7494,2,0
oil,7494,3,0
1,7495,0,0
tablespoon,7495,1,0
garlic ,7495,2,0
minced,7495,3,0
2,7496,0,0
boneless,7496,1,0
skinless,7496,2,0
chicken,7496,3,0
breasts,7496,4,0
salt,7497,0,0
&,7497,1,0
pepper,7497,2,0
1,7504,0,0
cup,7504,1,0
sugar ,7504,2,0
divided,7504,3,0
1,7505,0,0
cup,7505,1,0
butter,7505,2,0
1,7506,0,0
1,7506,1,0
cups,7506,2,0
graham,7506,3,0
cracker,7506,4,0
crumbs,7506,5,0
3,7507,0,0
packages,7507,1,0
cream,7507,2,0
cheese,7507,3,0
8,7507,4,0
oz.,7507,5,0
each ,7507,6,0
4,7508,0,0
eggs,7508,1,0
1,7509,0,0
teaspoon,7509,1,0
vanilla,7509,2,0
1,7510,0,0
21,7510,1,0
ounce ,7510,2,0
can,7510,3,0
blueberry,7510,4,0
filling,7510,5,0
1,7526,0,0
large,7526,1,0
lemon ,7526,2,0
zest,7526,3,0
of,7526,4,0
1,7527,0,0
cup,7527,1,0
granulated,7527,2,0
sugar,7527,3,0
1,7528,0,0
cup,7528,1,0
butter ,7528,2,0
chilled,7528,3,0
and,7528,4,0
cut,7528,5,0
into,7528,6,0
pieces,7528,7,0
2,7528,8,0
sticks ,7528,9,0
2,7529,0,0
1,7529,1,0
cups,7529,2,0
cake,7529,3,0
flour ,7529,4,0
sifted,7529,5,0
1,7530,0,0
teaspoon,7530,1,0
baking,7530,2,0
soda,7530,3,0
1,7531,0,0
teaspoon,7531,1,0
salt,7531,2,0
2,7544,0,0
cups,7544,1,0
fresh,7544,2,0
blueberries,7544,3,0
2,7545,0,0
cups,7545,1,0
fresh,7545,2,0
raspberries,7545,3,0
1,7546,0,0
cup,7546,1,0
water,7546,2,0
1,7547,0,0
cup,7547,1,0
frozen,7547,2,0
pineapple-orange-banana,7547,3,0
juice,7547,4,0
concentrate,7547,5,0
or,7547,6,0
1,7547,7,0
cup,7547,8,0
citrus,7547,9,0
juice,7547,10,0
concentrate,7547,11,0
3,7559,0,0
cups,7559,1,0
chicken,7559,2,0
broth,7559,3,0
1,7560,0,0
teaspoon,7560,1,0
salt,7560,2,0
1,7561,0,0
dash,7561,1,0
white,7561,2,0
pepper,7561,3,0
1,7562,0,0
medium,7562,1,0
green,7562,2,0
onion ,7562,3,0
chopped,7562,4,0
 with,7562,5,0
top ,7562,6,0
2,7563,0,0
eggs ,7563,1,0
slightly,7563,2,0
beaten,7563,3,0
1,7570,0,0
whole,7570,1,0
chicken ,7570,2,0
deboned,7570,3,0
12,7571,0,0
egg,7571,1,0
roll,7571,2,0
wraps,7571,3,0
1,7572,0,0
cup,7572,1,0
carrot,7572,2,0
1,7573,0,0
whole,7573,1,0
cabbage,7573,2,0
1,7574,0,0
cup,7574,1,0
celery,7574,2,0
1,7575,0,0
can,7575,1,0
bean,7575,2,0
sprouts ,7575,3,0
drained,7575,4,0
1,7576,0,0
can,7576,1,0
water,7576,2,0
chestnut,7576,3,0
1,7577,0,0
cup,7577,1,0
soy,7577,2,0
sauce,7577,3,0
salt,7578,0,0
&,7578,1,0
pepper,7578,2,0
sauce1 ,7579,0,0
cup,7579,1,0
vinegar,7579,2,0
1,7580,0,0
cup,7580,1,0
ketchup,7580,2,0
1,7581,0,0
cup,7581,1,0
sugar,7581,2,0
6,7582,0,0
